COD_RH;                 AUTOR;                TITULO;                AÑO;                LUGAR;                REVISTA;                EDITORIAL;                ISSN
675024;LEONARDO EMIRO CONTRERAS BRAVO;Aplicación del Modelo Integrado de Desarrollo (BIM) en el Diseño de Proyectos para Oficina Abierta;2011;Colombia;INGENIERIA;;0121-750X               
675024;LEONARDO EMIRO CONTRERAS BRAVO;Incorporación de las TIC con metodología b-learning en la enseñanza  Industrial;2012;Colombia;Educacion Y Desarrollo Social;Universidad Militar Nueva Granada;2011-5318               
675024;LEONARDO EMIRO CONTRERAS BRAVO;Análisis de costos y utilidad del ciclo de vida del producto;2009;Colombia;Tecnura;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;0123-921X               
675024;LEONARDO EMIRO CONTRERAS BRAVO;CONSIDERACIONES SOBRE LA TECNOLOGIA EDUCATIVA EN LA ENSEÑANZA DEL DISEÑO Y LA MANUFACTURA EN INGENIERIA INDUSTRIAL;2010;Colombia;Dialéctica;Editorial Servioffset Ltda;0123-2592               
675024;LEONARDO EMIRO CONTRERAS BRAVO;Condiciones de trabajo y evaluación de los factores de riesgo presentes en la población rural;2010;Colombia;Tecnura;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;0123-921X               
675024;LEONARDO EMIRO CONTRERAS BRAVO;Uso De Las TIC Y Especialmente Del Blended Learning En La Enseñanza Universitaria;2011;Colombia;Educacion Y Desarrollo Social;Universidad Militar Nueva Granada;2011-5318               
675024;LEONARDO EMIRO CONTRERAS BRAVO;simuladores dinamicos computacionales, principios de operacion;2008;Colombia;INGENIERIA;;0121-750X               
675024;LEONARDO EMIRO CONTRERAS BRAVO;Comparative analysis of simulation of human gait with software of bondgraph and dynamic simulation;2009;Alemania;GAIT Y POSTURE;Elsevier;0966-6362               
675024;LEONARDO EMIRO CONTRERAS BRAVO;Uso de las herramientas informáticas educacionales para la enseñanza de la resistencia de materiales;2017;Colombia;REVISTA VIRTUAL UNIVERSIDAD CATOLICA DEL NORTE;;0124-5821               
675024;LEONARDO EMIRO CONTRERAS BRAVO;ANALÍTICA ACADÉMICA: NUEVAS HERRAMIENTAS APLICADAS A LA EDUCACIÓN;2021;Colombia;Publicación Artículo En El Boletín Redipe 803;;2256-1536               
675024;LEONARDO EMIRO CONTRERAS BRAVO;MACHINE LEARNING VARIABLES AND ALGORITHMS THAT INFLUENCE ACADEMIC PERFORMANCE: A REVIEW;2020;India;INTERNATIONAL JOURNAL OF MECHANICAL AND PRODUCTION ENGINEERING RESEARCH AND DEVELOPMENT;Transstellar Journal Publications and Research Consultancy Private Limited TJPRC;2249-8001               
675024;LEONARDO EMIRO CONTRERAS BRAVO;EDUCACIÓN DE LA FUERZA LABORAL EN COLOMBIA Y SUS EFECTOS EN LOS SALARIOS;2020;Venezuela;REVISTA VENEZOLANA DE GERENCIA;Universidad Del Zulia;1315-9984               
675024;LEONARDO EMIRO CONTRERAS BRAVO;TECHNOLOGICAL TOOLS AND PROBLEM-BASED LEARNING TO PROMOTE CREATIVITY AND DESIGN IN ENGINEERING COURSES;2020;India;INTERNATIONAL JOURNAL OF MECHANICAL AND PRODUCTION ENGINEERING RESEARCH AND DEVELOPMENT;Transstellar Journal Publications and Research Consultancy Private Limited TJPRC;2249-8001               
675024;LEONARDO EMIRO CONTRERAS BRAVO;ACADEMIC PERFORMANCE AND ALTERNATIVES WITH PREDICTION-ORIENTED MACHINE LEARNING: A REVIEW OF THE STATE OF THE ART;2020;India;INTERNATIONAL JOURNAL OF MECHANICAL AND PRODUCTION ENGINEERING RESEARCH AND DEVELOPMENT;Transstellar Journal Publications and Research Consultancy Private Limited TJPRC;2249-8001               
675024;LEONARDO EMIRO CONTRERAS BRAVO;DISPERSION MODELS OF AIR POLLUTANTS. A REVIEW FOR SMART CITIES;2020;India;INTERNATIONAL JOURNAL OF MECHANICAL AND PRODUCTION ENGINEERING RESEARCH AND DEVELOPMENT;Transstellar Journal Publications and Research Consultancy Private Limited TJPRC;2249-8001               
675024;LEONARDO EMIRO CONTRERAS BRAVO;PREDICCIÓN DEL RENDIMIENTO ACADÉMICO COMO INDICADOR DE ÉXITO/FRACASO DE LOS ESTUDIANTES DE INGENIERÍA, MEDIANTE APRENDIZAJE AUTOMÁTICO;2020;Chile;FORMACION UNIVERSITARIA;Centro de información tecnológica;0718-5006               
675024;LEONARDO EMIRO CONTRERAS BRAVO;ACADEMIC PERFORMANCE PREDICTION IN UNIVERSITIES USING ENSEMBLE ALGORITHMS: A LITERATURE REVIEW;2020;India;INTERNATIONAL JOURNAL OF MECHANICAL AND PRODUCTION ENGINEERING RESEARCH AND DEVELOPMENT;Transstellar Journal Publications and Research Consultancy Private Limited TJPRC;2249-8001               
675024;LEONARDO EMIRO CONTRERAS BRAVO;MACHINE LEARNING TECHNIQUES USED IN FINANCIAL MANAGEMENT;2020;India;INTERNATIONAL JOURNAL OF MECHANICAL AND PRODUCTION ENGINEERING RESEARCH AND DEVELOPMENT;Transstellar Journal Publications and Research Consultancy Private Limited TJPRC;2249-8001               
675024;LEONARDO EMIRO CONTRERAS BRAVO;UN ANÁLISIS DEL MERCADO DE VIVIENDA EN COLOMBIA 1998-2020;2020;Venezuela;ESPACIOS;Sociacion de Profesionales y Tecnicos del CONICIT;0798-1015               
675024;LEONARDO EMIRO CONTRERAS BRAVO;ANÁLISIS DEL MERCADO DEL COMBUSTIBLE DIESEL EN COLOMBIA DURANTE EL PERIODO 2000-2018;2020;Venezuela;ESPACIOS;Sociacion de Profesionales y Tecnicos del CONICIT;0798-1015               
675024;LEONARDO EMIRO CONTRERAS BRAVO;TRANSFORMACIÓN DE LA EDUCACIÓN FRENTE A LA PANDEMIA Y LA ANALÍTICA DE DATOS;2020;Colombia;Publicación Artículo En El Boletín Redipe 803;;2256-1536               
675024;LEONARDO EMIRO CONTRERAS BRAVO;Diseño conceptual de un producto de ingeniería como estrategia creativa a partir del método de aprendizaje basado en problemas;2019;Colombia;Revista Avances Investigacion En Ingenieria;Publicaciones Universidad Libre;1794-4953               
675024;LEONARDO EMIRO CONTRERAS BRAVO;ACADEMIC INTERRUPTION MODEL USING AUTOMATIC LEARNING ALGORITHMS;2020;India;INTERNATIONAL JOURNAL OF MECHANICAL AND PRODUCTION ENGINEERING RESEARCH AND DEVELOPMENT;Transstellar Journal Publications and Research Consultancy Private Limited TJPRC;2249-8001               
675024;LEONARDO EMIRO CONTRERAS BRAVO;ANÁLISIS DEL MERCADO DE GASOLINA EN COLOMBIA DURANTE EL PERIODO 2000-2018;2020;Venezuela;ESPACIOS;Sociacion de Profesionales y Tecnicos del CONICIT;0798-1015               
675024;LEONARDO EMIRO CONTRERAS BRAVO;EXPLORATION OF A SYSTEM TO DETERMINE THE ACADEMIC PERFORMANCE OF ENGINEERING STUDENTS THROUGH MACHINE LEARNING;2020;Australia;INTERNATIONAL JOURNAL OF ADVANCED SCIENCE AND TECHNOLOGY;Science and Engineering Research Support Society;2207-6360               
675024;LEONARDO EMIRO CONTRERAS BRAVO;ESTIMACIÓN DE LOS RETORNOS DE LA INVERSIÓN EN EDUCACIÓN SOBRE LOS SALARIOS DE LOS JEFES DE HOGAR EN COLOMBIA PARA EL AÑO 2018;2020;Colombia;Publicación Artículo En El Boletín Redipe 803;;2256-1536               
675024;LEONARDO EMIRO CONTRERAS BRAVO;DISEÑO DE UN DISPOSITIVO DE ESCRITURA CON MATERIALES AMIGABLES CON EL MEDIO AMBIENTE;2020;Venezuela;ESPACIOS;Sociacion de Profesionales y Tecnicos del CONICIT;0798-1015               
675024;LEONARDO EMIRO CONTRERAS BRAVO;Desarrollo de herramientas computacionales para la prevención de bajo rendimiento académico y deserción en la educación superior;2014;Colombia;Revista Q;Universidad Pontificia Bolivariana;1909-2814               
675024;LEONARDO EMIRO CONTRERAS BRAVO;GENERACION DE MODELOS DE CAMINAT BIPEDA TRAVES DE DIVERSA TECNICAS DE MODELAMIENTO;2006;Colombia;INGENIERIA;;0121-750X               
675024;LEONARDO EMIRO CONTRERAS BRAVO;ENSEÑANZA DE LA MECANICA DE MATERIALES ENRIQUECIDA CON HERRAMIENTAS COMPUTACIONALES;2007;Colombia;INGENIERIA;;0121-750X               
675024;LEONARDO EMIRO CONTRERAS BRAVO;MODELAMIENTO DE LA MARCHA HUMANA MEDIANTE HERRAMIENTAS DE SIMULACION DINAMICA;2007;Colombia;Tecnura;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;0123-921X               
675024;LEONARDO EMIRO CONTRERAS BRAVO;Modeling and Simulation of Integration of Internet of Things and Manufacturing Industry 4.0;2018;;COMMUNICATIONS IN COMPUTER AND INFORMATION SCIENCE;Springer Science and Business Media Deutschland GmbH;1865-0929               
675024;LEONARDO EMIRO CONTRERAS BRAVO;Modeling and Implementation Data Architecture for the Internet of Things and Industry 4.0;2018;;COMMUNICATIONS IN COMPUTER AND INFORMATION SCIENCE;Springer Science and Business Media Deutschland GmbH;1865-0929               
675024;LEONARDO EMIRO CONTRERAS BRAVO;Non-linear Behavior of the Distribution of Deformities in the Periodontal Ligament by Varying the Size of the Root: Finite Element Analysis;2018;;LECTURE NOTES IN COMPUTER SCIENCE;springer verlag;1611-3349               
675024;LEONARDO EMIRO CONTRERAS BRAVO;Big Data Tools for Smart Cities;2018;Colombia;LECTURE NOTES IN COMPUTER SCIENCE;springer verlag;0302-9743               
675024;LEONARDO EMIRO CONTRERAS BRAVO;Design and Application of a Creative Strategy Based on the Method of Problem-Based Learning (PBL) in Engineering Students;2018;Colombia;COMMUNICATIONS IN COMPUTER AND INFORMATION SCIENCE;Springer Science and Business Media Deutschland GmbH;1865-0929               
675024;LEONARDO EMIRO CONTRERAS BRAVO;Why Does the Industry Relocate in Colombia?;2018;Colombia;INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH;Research India Publications;0973-4562               
675024;LEONARDO EMIRO CONTRERAS BRAVO;Training Teacher in the Generation of Knowledge in Higher Education: b-Learning Teacher to Prosumer Teacher;2018;Colombia;COMMUNICATIONS IN COMPUTER AND INFORMATION SCIENCE;Springer Science and Business Media Deutschland GmbH;1865-0929               
675024;LEONARDO EMIRO CONTRERAS BRAVO;"Exploration of a Classroom Management Model for Decision-Making in Higher Education (first part) """"";2018;Colombia;INTERNATIONAL JOURNAL OF APPLIED ENGINEERING RESEARCH;Research India Publications;0973-4562               
675024;LEONARDO EMIRO CONTRERAS BRAVO;New teaching roles regarding knowledge management in the social web;2017;Colombia;ACADEMIA Y VIRTUALIDAD;;2011-0731               
675024;LEONARDO EMIRO CONTRERAS BRAVO;Non-linear Behavior of the Distribution of Deformities in the Periodontal Ligament by Varying the Size of the Root: Finite Element Analysis.;2017;Inglaterra;LECTURE NOTES IN COMPUTER SCIENCE;springer verlag;0302-9743               
675024;LEONARDO EMIRO CONTRERAS BRAVO;Big Data and Blockchain Basis for Operating a New Archetype of Supply Chain;2018;China;LECTURE NOTES IN COMPUTER SCIENCE;springer verlag;0302-9743               
675024;LEONARDO EMIRO CONTRERAS BRAVO;"Transformation of the Teacher into Produser"": An Emergency Case from the Appropriation of Social Web-Based Technologies""";2018;Suiza;LECTURE NOTES IN COMPUTER SCIENCE;springer verlag;0302-9743               
675024;LEONARDO EMIRO CONTRERAS BRAVO;Big Data: An Exploration Toward the Improve of the Academic Performance in Higher Education;2018;Colombia;LECTURE NOTES IN COMPUTER SCIENCE;springer verlag;0302-9743               
675024;LEONARDO EMIRO CONTRERAS BRAVO;Study of voltage stability in a distribution network by integrating distributed energy resources into a virtual power plant;2017;Bulgaria;CONTEMPORARY ENGINEERING SCIENCES;Hikari Ltd;1313-6569               
675024;LEONARDO EMIRO CONTRERAS BRAVO;Exploring models of normal human locomotion;2017;Bulgaria;CONTEMPORARY ENGINEERING SCIENCES;Hikari Ltd;1313-6569               
675024;LEONARDO EMIRO CONTRERAS BRAVO;Supply Chain Architecture Model Based in the Industry 4.0, Validated Through a Mobile Application;2017;Bulgaria;CONTEMPORARY ENGINEERING SCIENCES;Hikari Ltd;1313-6569               
217344;Elvis Eduardo Gaona Garcia;Authenticated Encryption of PMU Data;2014;Colombia;Tecnura;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;0123-921X               
217344;Elvis Eduardo Gaona Garcia;Análisis de interfaces navegacionales a partir del uso de esquemas de representación de conocimiento;2015;Colombia;INGENIERIA Y COMPETITIVIDAD;;0123-3033               
217344;Elvis Eduardo Gaona Garcia;Sistema de monitoreo para pacientes de alto riesgo integrando módulos GPS, GSM/GPRS y Zigbee;2015;Colombia;Tecnura;Editorial UD Editorial Universidad Distrital Francisco José de Caldas;0123-921X               
217344;Elvis Eduardo Gaona Garcia;A novel method for estimation of structural changes in potato crops from UAV-based digital surface models;2020;;ISPRS ANNALS OF THE PHOTOGRAMMETRY REMOTE SENSING AND SPATIAL INFORMATION SCIENCES;Copernicus GmbH;2194-9050               
217344;Elvis Eduardo Gaona Garcia;Ndei-Based Mapping of Land Surface Changes;2019;;INTERNATIONAL ARCHIVES OF THE PHOTOGRAMMETRY REMOTE SENSING AND SPATIAL INFORMATION SCIENCES ISPRS ARCHIVES;;1682-1750               
217344;Elvis Eduardo Gaona Garcia;Incorporación de sensores electrónicos como marcadores de actividad física ocupacional en la promoción del autocuidado;2022;;RISTI REVISTA IBERICA DE SISTEMAS E TECNOLOGIAS DE INFORMACAO;Associacao Iberica de Sistemas e Tecnologias de Informacao AISTI;1646-9895               
217344;Elvis Eduardo Gaona Garcia;Prediction model for energy consumption and generation based on artificial neural networks;2020;;Iberian Conference on Information Systems and Technologies;Ieee;2166-0727               
217344;Elvis Eduardo Gaona Garcia;Security scheme for IoT environments in smart grids;2019;;SMART INNOVATION SYSTEMS AND TECHNOLOGIES;Springer Science and Business Media Deutschland GmbH;2190-3026               
217344;Elvis Eduardo Gaona Garcia;Multiphase CFD Simulation of Photogrammetry 3D Model for UAV Crop Spraying;2019;;ADVANCES IN INTELLIGENT SYSTEMS AND COMPUTING;Springer Science and Business Media Deutschland GmbH;2194-5365               
217344;Elvis Eduardo Gaona Garcia;Issues of Visual Search Methods in Digital Repositories;2018;;INTERNATIONAL JOURNAL OF INTERACTIVE MULTIMEDIA AND ARTIFICIAL INTELLIGENCE;Universidad Internacional de la Rioja;1989-1660               
217344;Elvis Eduardo Gaona Garcia;Integration of DevOps practices on a noise monitor system with CircleCI and Terraform;2022;;ACM TRANSACTIONS ON MANAGEMENT INFORMATION SYSTEMS;Association for Computing Machinery ACM;2158-656X               
217344;Elvis Eduardo Gaona Garcia;Data Acquisition with LoraWAN IoT Technology to Monitor Bio-Inspired Wind Turbines in Rural Areas of Cundinamarca;2022;;INGENIERIA;;0121-750X               
217344;Elvis Eduardo Gaona Garcia;Use of Solar Renewable Energy for a Binaural Noise Monitoring System in Bogotá, Colombia;2022;;IEEE CANADIAN JOURNAL OF ELECTRICAL AND COMPUTER ENGINEERING;IEEE Canadá;2694-1783               
217344;Elvis Eduardo Gaona Garcia;A Supervoxel-Based Approach for Leaves Segmentation of Potato Plants from Point Clouds;2020;;IEEE GEOSCIENCE AND REMOTE SENSING MAGAZINE;Ieee Inst Electrical Electronics Engineers Inc;2473-2397               
